UIDClient,UIDStoreLocation,Gender,DateJoined,DaysSinceJoined,MembershipType,MembershipLevel,Age,UVTans,SunlessTans,UpgradeRevenue,RetailRevenue
103599,0008,0,3/26/2010,1681,0,0,25,0,1,0,6.98
103611,0008,0,10/13/2010,1480,0,0,39,133,54,45,493.37
103798,0008,0,6/5/2010,1610,0,0,43,0,12,40,22.99
103931,0008,0,10/15/2011,1113,0,0,64,0,11,0,13.50
104101,0008,0,2/19/2012,986,0,0,32,1,0,0,0.49
104227,0008,0,3/16/2012,960,0,0,20,3,0,0,23.96
104336,0008,0,7/15/2011,1205,0,0,19,2,0,0,0.42
104679,0008,0,4/5/2007,2767,0,0,30,0,1,0,39.99
104715,0008,0,4/20/2008,2386,0,0,26,5,1,5,69.10
104884,0008,0,10/2/2012,760,0,0,50,4,2,0,44.08
104887,0008,1,11/27/2012,704,0,0,25,14,0,0,26.99
104891,0008,0,5/7/2012,908,0,0,30,0,2,0,10.78
105034,0008,0,10/24/2012,738,0,0,24,2,1,0,9.48
105101,0008,0,4/14/2010,1662,0,0,33,0,1,0,3.49
105192,0008,0,5/9/2012,906,0,0,34,0,2,0,35.98
105210,0008,0,12/15/2010,1417,0,0,21,36,1,0,7.90
105350,0008,0,3/20/2013,591,0,0,30,16,9,0,31.95
105769,0008,0,4/23/2010,1653,0,0,57,0,7,0,24.99
105804,0008,1,1/28/2012,1008,0,0,42,5,0,30,2.69
105814,0008,0,5/23/2013,527,0,0,21,3,0,0,0.00
106073,0008,0,6/7/2012,877,0,0,51,0,1,15,11.04
106091,0008,0,5/25/2013,525,0,0,40,2,0,0,2.99
106140,0008,0,10/25/2012,737,0,0,24,8,0,0,2.69
106161,0008,0,8/9/2011,1180,0,0,26,3,1,0,5.93
106262,0008,0,5/16/2013,534,0,0,44,1,0,0,5.38
106577,0008,1,5/15/2013,535,0,0,25,2,1,0,5.68
106758,0008,0,7/2/2009,1948,0,0,50,5,0,0,0.55
106907,0008,1,5/4/2007,2738,0,0,31,4,0,0,8.68
106923,0008,0,2/1/2011,1369,0,0,39,10,0,10,7.93
106929,0008,1,11/19/2011,1078,0,0,45,1,0,0,0.49
107254,0008,0,4/24/2012,921,0,0,43,0,2,0,0.00
107361,0008,0,8/29/2012,794,0,0,25,4,0,0,13.08
107422,0008,0,6/24/2011,1226,0,0,26,10,20,30,30.69
107727,0008,1,3/26/2007,2777,0,0,52,1,0,0,2.69
000009,0009,0,3/24/2012,952,0,0,28,0,3,10,21.22
001411,0009,0,4/22/2013,558,0,0,28,12,0,0,32.38
001574,0009,1,9/20/2011,1138,0,0,33,7,1,10,0.00
001824,0009,0,9/19/2009,1869,0,0,23,4,5,0,11.40
001851,0009,0,1/2/2012,1034,0,0,44,6,3,0,13.99
001929,0009,0,7/7/2011,1213,0,0,38,1,0,1,0.00
002196,0009,0,4/19/2013,561,0,0,17,0,1,0,44.99
002211,0009,0,1/7/2012,1029,0,0,22,1,0,0,2.69
002569,0009,0,3/18/2011,1324,0,0,56,0,2,0,5.00
002642,0009,0,6/1/2011,1249,0,0,20,19,1,15,43.35
003074,0009,0,3/13/2011,1329,0,0,46,3,1,5,31.94
003401,0009,0,12/21/2011,1046,0,0,24,23,1,5,80.70
003976,0009,0,2/4/2010,1731,0,0,46,24,2,0,0.00
003996,0009,1,3/16/2011,1326,0,0,40,1,0,0,0.00
004026,0009,0,11/29/2008,2163,0,0,23,0,1,0,9.99
004041,0009,1,1/21/2011,1380,0,0,66,4,0,0,16.27
004142,0009,0,9/16/2011,1142,0,0,29,0,1,15,5.59
004151,0009,0,3/17/2013,594,0,0,14,0,2,0,0.00
004314,0009,1,4/23/2012,922,0,0,29,1,0,0,0.44
004321,0009,0,7/1/2011,1219,0,0,24,0,1,0,8.50
004656,0009,0,2/18/2012,987,0,0,17,6,1,0,2.99
004908,0009,1,3/25/2012,951,0,0,37,1,0,0,20.77
005048,0009,0,5/19/2013,531,0,0,23,0,1,0,6.98
005095,0009,0,7/11/2011,1209,0,0,19,0,2,30,9.99
005253,0009,1,5/11/2012,904,0,0,29,1,1,0,9.99
005383,0009,0,4/9/2011,1302,0,0,26,3,2,0,13.98
005467,0009,1,7/12/2011,1208,0,0,54,1,0,1,0.47
005511,0009,0,5/6/2012,909,0,0,52,11,3,0,15.38
005598,0009,1,9/21/2011,1137,0,0,18,0,2,0,5.00
005841,0009,0,5/20/2013,530,0,0,27,1,0,0,4.79
006267,0009,0,3/20/2012,956,0,0,45,6,0,0,2.69
006359,0009,0,3/28/2011,1314,0,0,37,0,6,0,8.49
006639,0009,0,10/25/2010,1468,0,0,21,6,0,0,18.44
006717,0009,0,3/17/2012,959,0,0,60,0,1,0,0.00
007053,0009,1,3/6/2013,605,0,0,23,6,0,0,0.49
007077,0009,1,4/17/2011,1294,0,0,21,4,0,0,0.42
007167,0009,0,3/25/2009,2047,0,0,32,23,92,30,130.67
007252,0009,0,4/22/2009,2019,0,0,57,0,1,0,6.98
007321,0009,0,6/8/2009,1972,0,0,30,7,3,15,23.15
007548,0009,0,4/3/2010,1673,0,0,65,10,1,0,54.82
007690,0009,0,4/15/2013,565,0,0,30,0,1,0,9.99
007777,0009,0,4/14/2011,1297,0,0,35,1,0,0,8.46
008205,0009,1,3/18/2012,958,0,0,29,0,1,0,0.00
008236,0009,0,2/19/2011,1351,0,0,25,4,0,0,0.00
009011,0009,0,3/14/2012,962,0,0,40,1,3,10,0.00
009152,0009,1,5/12/2013,538,0,0,54,0,3,0,36.97
009328,0009,0,5/27/2012,888,0,0,20,0,1,0,2.99
009817,0009,0,3/12/2013,599,0,0,15,2,2,0,8.09
009958,0009,0,5/8/2013,542,0,0,15,4,0,0,5.39
010515,0009,0,5/29/2004,3808,0,0,33,0,1,0,9.99
010854,0009,0,4/24/2009,2017,0,0,21,1,0,0,0.00
010923,0009,0,5/22/2013,528,0,0,63,0,3,0,64.99
011882,0009,0,10/6/2008,2217,0,0,86,0,8,35,19.99
012462,0009,0,4/27/2009,2014,0,0,32,1,1,0,2.39
012481,0009,0,1/2/2010,1764,0,0,21,0,1,0,0.00
012512,0009,1,4/30/2012,915,0,0,22,1,0,0,0.00
012527,0009,1,10/7/2011,1121,0,0,24,1,0,0,41.58
012630,0009,0,4/29/2013,551,0,0,61,0,1,0,4.49
012923,0009,0,3/3/2012,973,0,0,45,1,4,15,5.39
013064,0009,0,5/2/2012,913,0,0,21,0,2,0,17.00
013277,0009,0,5/14/2012,901,0,0,24,6,0,0,37.98
013331,0009,0,5/15/2013,535,0,0,51,0,1,0,66.03
013392,0009,1,5/8/2012,907,0,0,23,2,0,0,58.97
013496,0009,0,4/17/2013,563,0,0,35,1,0,0,2.99
013722,0009,0,8/5/2011,1184,0,0,36,2,0,0,0.00
013792,0009,0,7/11/2012,843,0,0,49,0,1,0,11.48
014112,0009,0,4/5/2011,1306,0,0,35,3,1,0,12.68
014598,0009,0,1/9/2009,2122,0,0,36,9,0,0,8.51
015326,0009,0,6/12/2011,1238,0,0,51,4,0,0,2.69
016270,0009,0,10/5/2011,1123,0,0,27,14,0,0,5.59
016294,0009,0,4/22/2013,558,0,0,19,3,0,0,10.37
016570,0009,0,2/13/2004,3914,0,0,25,0,1,0,44.99
016822,0009,0,5/19/2011,1262,0,0,22,3,1,0,0.00
017422,0009,0,1/8/2011,1393,0,0,26,26,1,59,115.15
017605,0009,0,1/29/2011,1372,0,0,25,2,2,0,11.77
017861,0009,1,5/16/2013,534,0,0,36,5,1,0,62.47
018044,0009,0,4/12/2011,1299,0,0,27,0,2,0,3.49
018587,0009,0,5/7/2013,543,0,0,44,0,2,0,0.00
018735,0009,0,12/11/2011,1056,0,0,23,1,0,0,12.68
019252,0009,0,3/7/2008,2430,0,0,24,7,1,5,17.37
019344,0009,0,4/3/2012,942,0,0,28,3,0,0,2.69
019617,0009,0,12/14/2012,687,0,0,23,1,0,0,2.39
019717,0009,0,9/19/2009,1869,0,0,45,41,0,1,8.00
019842,0009,0,5/9/2011,1272,0,0,28,9,3,0,53.66
020168,0009,0,3/15/2011,1327,0,0,32,0,1,0,6.99
020205,0009,#NULL!,2/23/2009,2077,0,0,23,1,1,0,0.38
020291,0009,0,11/21/2012,710,0,0,19,34,2,10,37.49
020498,0009,1,1/26/2013,644,0,0,21,4,0,0,22.48
020499,0009,0,10/16/2011,1112,0,0,29,0,1,0,5.00
020566,0009,0,5/8/2013,542,0,0,21,5,2,0,4.04
020651,0009,0,5/29/2013,521,0,0,45,2,0,0,6.98
020944,0009,0,4/15/2012,930,0,0,19,2,0,0,42.98
021778,0009,0,3/29/2013,582,0,0,17,1,0,0,0.00
021916,0009,0,6/27/2012,857,0,0,58,0,2,0,0.00
022056,0009,1,11/23/2012,708,0,0,21,1,0,0,0.00
022374,0009,0,2/24/2002,4633,0,0,28,0,1,0,15.98
023063,0009,0,5/13/2013,537,0,0,38,1,0,0,0.55
023455,0009,1,11/18/2012,713,0,0,21,1,0,0,0.55
023767,0009,0,1/26/2011,1375,0,0,28,2,0,0,6.46
023868,0009,0,2/13/2009,2087,0,0,31,2,0,0,0.55
023984,0009,0,3/29/2012,947,0,0,21,1,7,20,39.99
023995,0009,1,7/15/2011,1205,0,0,30,5,0,0,2.99
024181,0009,1,3/14/2011,1328,0,0,27,1,1,0,0.00
024307,0009,0,3/31/2012,945,0,0,52,1,0,0,0.00
024693,0009,0,10/21/2011,1107,0,0,36,0,1,0,9.99
024810,0009,0,7/10/2012,844,0,0,25,0,1,0,0.00
024912,0009,0,5/7/2013,543,0,0,27,5,0,0,0.00
024942,0009,0,11/30/2012,701,0,0,15,1,1,0,55.48
024945,0009,1,3/22/2012,954,0,0,46,2,0,0,9.88
025136,0009,0,3/4/2013,607,0,0,27,0,1,0,4.49
025534,0009,0,8/27/2011,1162,0,0,50,0,2,0,0.00
025563,0009,0,9/26/2012,766,0,0,32,0,1,0,3.49
026058,0009,0,4/12/2013,568,0,0,19,1,1,0,40.54
026174,0009,0,9/5/2012,787,0,0,55,0,2,0,0.00
026468,0009,0,6/12/2010,1603,0,0,59,4,0,0,1.10
026745,0009,0,5/20/2013,530,0,0,21,0,1,0,4.99
027006,0009,0,3/22/2013,589,0,0,16,0,1,0,39.99
027175,0009,1,3/16/2011,1326,0,0,46,6,1,0,10.99
027250,0009,0,5/23/2013,527,0,0,51,0,2,0,39.99
027764,0009,0,3/20/2013,591,0,0,30,0,1,0,9.99
027820,0009,0,3/4/2013,607,0,0,19,0,1,0,4.49
027884,0009,0,4/25/2012,920,0,0,19,12,2,0,6.44
028370,0009,0,3/17/2012,959,0,0,27,1,1,0,17.77
028445,0009,0,5/10/2003,4193,0,0,41,0,2,0,9.99
028710,0009,0,10/12/2012,750,0,0,22,0,1,0,0.00
028762,0009,1,4/6/2013,574,0,0,40,1,0,0,2.99
028905,0009,1,3/12/2013,599,0,0,32,2,0,0,0.55
028942,0009,0,9/4/2011,1154,0,0,27,5,6,50,19.57
029362,0009,0,3/19/2012,957,0,0,39,5,1,0,38.41
029551,0009,0,2/14/2011,1356,0,0,14,0,1,0,0.00
030762,0009,0,7/25/2011,1195,0,0,25,1,0,1,2.99
031345,0009,0,3/4/2012,972,0,0,43,0,2,0,32.99
032221,0009,0,5/7/2013,543,0,0,22,3,0,0,37.78
032248,0009,0,9/20/2012,772,0,0,36,0,1,0,39.99
032326,0009,0,1/19/2013,651,0,0,63,7,0,0,13.17
032688,0009,0,3/8/2011,1334,0,0,29,1,0,0,5.99
032739,0009,1,6/13/2012,871,0,0,29,1,0,0,0.00
032755,0009,0,11/25/2008,2167,0,0,20,0,1,0,3.49
033359,0009,0,2/16/2013,623,0,0,16,1,0,0,29.99
033388,0009,1,1/20/2012,1016,0,0,45,4,0,0,14.38
033429,0009,0,4/14/2011,1297,0,0,25,0,5,0,75.46
033552,0009,0,4/13/2012,932,0,0,53,0,1,0,49.99
033661,0009,0,1/14/2004,3944,0,0,28,0,1,0,6.99
033852,0009,1,9/7/2011,1151,0,0,38,1,0,0,0.00
033868,0009,0,5/26/2012,889,0,0,33,0,1,0,0.00
034243,0009,1,6/6/2011,1244,0,0,24,3,0,20,8.99
034613,0009,0,4/24/2012,921,0,0,18,0,1,0,0.00
034927,0009,0,5/22/2013,528,0,0,43,5,0,0,26.38
035141,0009,0,6/17/2011,1233,0,0,30,3,0,0,0.97
035154,0009,0,2/12/2012,993,0,0,20,1,0,0,2.39
035408,0009,0,5/17/2013,533,0,0,42,4,1,0,2.14
035794,0009,0,12/17/2011,1050,0,0,21,1,0,0,2.39
035877,0009,0,5/13/2003,4190,0,0,32,2,0,0,12.98
035918,0009,0,10/5/2011,1123,0,0,28,5,4,0,26.65
035946,0009,0,5/8/2013,542,0,0,17,6,1,0,32.55
036087,0009,0,1/20/2012,1016,0,0,18,17,0,0,15.07
036266,0009,0,4/13/2011,1298,0,0,30,0,2,0,6.98
036335,0009,0,3/22/2009,2050,0,0,27,0,1,0,34.99
036642,0009,0,10/21/2012,741,0,0,45,1,0,0,0.00
036780,0009,0,10/7/2011,1121,0,0,29,0,1,0,0.00
036844,0009,0,4/7/2009,2034,0,0,34,0,1,0,0.00
037142,0009,0,3/24/2011,1318,0,0,28,0,5,10,0.00
037233,0009,0,4/12/2003,4221,0,0,25,0,1,0,44.99
037575,0009,0,8/16/2012,807,0,0,61,0,1,0,39.99
037772,0009,0,5/6/2011,1275,0,0,20,1,1,0,16.98
037795,0009,0,5/17/2013,533,0,0,47,0,4,0,92.65
037967,0009,0,1/30/2011,1371,0,0,38,5,0,0,0.00
038005,0009,0,11/13/2008,2179,0,0,21,3,0,0,10.38
038257,0009,0,7/18/2011,1202,0,0,33,7,1,1,37.11
038279,0009,0,5/22/2012,893,0,0,19,0,2,0,9.99
038480,0009,0,5/24/2012,891,0,0,31,0,2,0,8.98
038810,0009,0,5/30/2013,520,0,0,61,2,0,0,2.39
039139,0009,0,3/14/2011,1328,0,0,19,7,0,0,2.39
039519,0009,0,1/29/2009,2102,0,0,32,3,0,0,11.02
039650,0009,1,4/8/2013,572,0,0,21,5,0,0,67.17
039700,0009,1,2/13/2009,2087,0,0,24,1,0,0,0.00
039711,0009,0,6/4/2009,1976,0,0,23,0,5,0,0.00
039935,0009,0,2/9/2011,1361,0,0,40,2,0,2,5.98
040492,0009,0,4/10/2012,935,0,0,21,5,1,0,52.68
040622,0009,0,2/10/2011,1360,0,0,18,0,1,0,0.00
041224,0009,0,2/13/2009,2087,0,0,23,1,5,0,52.44
041227,0009,1,3/18/2011,1324,0,0,40,0,2,0,7.00
041362,0009,0,3/27/2010,1680,0,0,25,1,2,1,9.99
041931,0009,0,3/20/2012,956,0,0,61,3,0,0,2.99
042219,0009,0,5/14/2011,1267,0,0,44,2,1,1,9.46
042831,0009,0,5/12/2005,3460,0,0,28,0,2,0,0.00
043006,0009,0,3/29/2011,1313,0,0,51,4,2,0,0.47
044016,0009,0,7/19/2011,1201,0,0,21,2,0,2,0.00
044184,0009,0,5/24/2013,526,0,0,58,1,0,0,0.00
044891,0009,0,3/19/2012,957,0,0,11,0,2,0,0.00
045090,0009,0,1/11/2010,1755,0,0,26,45,2,40,76.17
045209,0009,0,5/2/2012,913,0,0,52,16,0,0,93.73
045264,0009,0,6/9/2011,1241,0,0,49,0,3,20,19.99
045650,0009,0,4/3/2010,1673,0,0,33,4,0,0,0.55
045790,0009,0,4/20/2011,1291,0,0,19,0,2,0,3.49
046067,0009,1,12/9/2012,692,0,0,19,1,0,0,11.98
046211,0009,0,4/14/2012,931,0,0,15,0,2,0,0.00
046694,0009,0,3/6/2011,1336,0,0,17,1,0,0,0.47
046728,0009,0,7/8/2011,1212,0,0,21,0,1,20,6.99
046740,0009,0,6/11/2004,3795,0,0,40,0,1,0,33.49
046846,0009,0,1/30/2012,1006,0,0,49,4,0,0,0.00
046942,0009,0,4/17/2013,563,0,0,37,3,0,0,13.47
047127,0009,1,4/18/2013,562,0,0,32,0,1,0,6.98
047172,0009,0,5/12/2012,903,0,0,26,1,0,0,0.00
047257,0009,0,3/16/2011,1326,0,0,50,6,1,0,0.00
047809,0009,0,5/5/2013,545,0,0,36,8,4,0,140.42
048131,0009,0,5/29/2013,521,0,0,35,0,1,0,4.99
048270,0009,0,4/10/2012,935,0,0,18,8,1,0,37.77
048317,0009,0,9/18/2009,1870,0,0,27,5,3,0,12.23
048834,0009,1,4/30/2011,1281,0,0,16,1,0,0,0.00
049015,0009,0,4/7/2011,1304,0,0,24,0,2,0,16.97
050425,0009,0,7/1/2010,1584,0,0,22,1,21,35,208.23
050695,0009,0,4/15/2009,2026,0,0,27,0,2,0,5.00
050824,0009,0,4/8/2011,1303,0,0,45,3,0,0,0.42
051106,0009,0,2/7/2012,998,0,0,19,4,0,0,7.62
051307,0009,0,5/29/2013,521,0,0,17,0,1,0,9.98
051420,0009,0,7/9/2010,1576,0,0,46,1,0,0,0.00
051533,0009,0,1/30/2012,1006,0,0,38,11,3,2,11.69
051592,0009,0,6/24/2011,1226,0,0,23,4,0,0,0.94
051643,0009,0,9/19/2010,1504,0,0,29,6,3,50,13.98
051830,0009,0,4/9/2009,2032,0,0,53,0,5,0,54.98
052009,0009,0,10/15/2011,1113,0,0,23,0,6,0,52.68
052134,0009,0,10/16/2011,1112,0,0,23,0,1,0,5.00
052615,0009,0,4/20/2013,560,0,0,51,0,1,0,39.99
052861,0009,0,4/7/2012,938,0,0,35,6,0,10,13.98
052953,0009,0,4/4/2011,1307,0,0,20,7,4,10,27.35
053233,0009,0,3/25/2013,586,0,0,49,0,2,0,47.97
053305,0009,0,8/31/2012,792,0,0,29,0,1,0,39.99
053576,0009,0,5/24/2013,526,0,0,43,0,1,0,39.99
053646,0009,0,4/5/2011,1306,0,0,17,9,0,0,0.00
053900,0009,1,4/3/2012,942,0,0,30,1,0,0,0.55
054561,0009,0,3/23/2011,1319,0,0,25,1,0,0,5.99
054877,0009,0,11/2/2009,1825,0,0,20,1,0,0,6.99
055214,0009,0,7/7/2011,1213,0,0,28,1,1,0,10.98
055354,0009,0,2/16/2013,623,0,0,22,4,0,0,59.67
055452,0009,0,10/18/2012,744,0,0,48,1,0,0,0.00
055531,0009,0,3/19/2011,1323,0,0,46,0,1,0,5.00
055650,0009,0,4/9/2012,936,0,0,40,1,0,0,12.99
055964,0009,0,3/25/2011,1317,0,0,34,0,2,0,3.49
056170,0009,0,2/6/2011,1364,0,0,32,2,0,0,2.39
056218,0009,0,5/11/2011,1270,0,0,68,0,2,0,0.00
056397,0009,0,2/23/2010,1712,0,0,44,0,11,0,119.97
056408,0009,0,10/17/2012,745,0,0,62,5,0,0,0.00
056930,0009,0,10/25/2010,1468,0,0,20,2,0,0,12.45
057040,0009,0,1/12/2012,1024,0,0,22,1,1,0,16.67
057149,0009,0,3/30/2013,581,0,0,11,0,2,0,44.99
057399,0009,1,6/14/2010,1601,0,0,22,3,0,0,4.41
057545,0009,1,5/21/2007,2721,0,0,26,1,0,0,52.49
057604,0009,0,12/12/2011,1055,0,0,20,1,0,0,0.44
057655,0009,0,3/30/2011,1312,0,0,21,0,3,0,7.19
057753,0009,0,9/17/2012,775,0,0,30,1,0,0,14.97
057863,0009,0,10/8/2008,2215,0,0,30,2,0,0,6.80
058112,0009,1,1/31/2012,1005,0,0,24,1,0,0,19.79
058223,0009,0,7/31/2009,1919,0,0,22,0,1,0,0.00
059168,0009,1,1/25/2012,1011,0,0,51,14,0,0,67.67
059292,0009,1,11/5/2012,726,0,0,25,4,2,0,35.54
059449,0009,0,2/2/2013,637,0,0,23,1,0,0,0.00
059587,0009,1,7/31/2012,823,0,0,36,0,1,10,0.00
059952,0009,0,8/6/2009,1913,0,0,22,3,1,0,2.99
060114,0009,1,5/14/2011,1267,0,0,26,8,1,0,5.89
060221,0009,0,5/28/2013,522,0,0,20,1,0,0,0.00
060379,0009,0,5/23/2013,527,0,0,31,2,0,0,42.37
060397,0009,0,3/18/2011,1324,0,0,21,0,1,0,5.00
060743,0009,0,5/9/2012,906,0,0,72,0,1,0,3.49
060785,0009,0,5/29/2012,886,0,0,21,0,6,0,19.98
061276,0009,1,10/8/2008,2215,0,0,32,9,0,0,43.18
061374,0009,1,7/28/2011,1192,0,0,27,0,1,20,0.00
062262,0009,0,3/9/2013,602,0,0,19,10,0,0,5.39
062459,0009,0,4/26/2012,919,0,0,17,0,1,0,9.99
062644,0009,0,3/21/2013,590,0,0,45,0,2,0,86.47
062662,0009,0,3/17/2011,1325,0,0,56,4,0,0,0.00
062889,0009,0,12/31/2010,1401,0,0,27,0,2,0,0.00
062999,0009,0,9/30/2011,1128,0,0,46,0,1,0,6.99
063022,0009,0,5/19/2013,531,0,0,42,4,0,0,2.39
063044,0009,0,8/18/2012,805,0,0,18,0,4,0,41.98
063200,0009,0,5/25/2011,1256,0,0,29,0,1,0,3.49
063505,0009,0,4/26/2012,919,0,0,39,5,0,0,0.00
063535,0009,0,11/29/2012,702,0,0,54,0,2,0,37.34
064378,0009,0,7/13/2011,1207,0,0,23,5,0,5,0.00
064393,0009,0,11/2/2012,729,0,0,40,0,1,0,79.99
064459,0009,1,4/25/2009,2016,0,0,51,1,0,2,0.55
064766,0009,0,2/11/2011,1359,0,0,44,0,1,20,6.99
064821,0009,0,3/13/2011,1329,0,0,22,2,1,0,0.00
065040,0009,1,4/23/2013,557,0,0,18,1,0,0,2.99
065367,0009,0,5/6/2012,909,0,0,58,0,2,0,0.00
065439,0009,0,1/12/2012,1024,0,0,34,4,0,0,0.00
066085,0009,0,5/5/2012,910,0,0,50,0,1,0,8.99
066517,0009,0,8/7/2011,1182,0,0,27,0,1,0,3.49
066819,0009,0,4/29/2011,1282,0,0,18,0,1,0,6.98
066951,0009,0,5/4/2013,546,0,0,63,5,0,0,0.00
067141,0009,0,3/31/2011,1311,0,0,17,0,1,0,9.99
067216,0009,0,10/22/2012,740,0,0,54,2,0,0,0.00
068676,0009,1,1/20/2012,1016,0,0,30,0,2,0,2.69
068928,0009,1,12/9/2012,692,0,0,24,1,0,0,2.99
068959,0009,0,4/30/2012,915,0,0,21,0,1,0,3.49
069179,0009,0,2/29/2012,976,0,0,38,18,0,0,112.43
069193,0009,0,4/3/2011,1308,0,0,37,1,0,0,18.67
069726,0009,0,5/10/2013,540,0,0,19,0,1,0,44.99
070343,0009,1,2/10/2011,1360,0,0,28,6,0,0,4.99
070351,0009,0,6/23/2012,861,0,0,27,12,0,15,22.06
070368,0009,0,5/10/2012,905,0,0,63,1,0,0,4.54
070370,0009,0,3/23/2011,1319,0,0,15,3,2,0,25.05
070420,0009,0,6/2/2010,1613,0,0,33,0,3,0,48.08
070443,0009,0,1/11/2012,1025,0,0,25,7,1,0,0.00
070981,0009,0,8/9/2009,1910,0,0,64,0,2,0,6.99
071191,0009,0,6/1/2012,883,0,0,36,0,1,0,9.99
071282,0009,0,4/13/2012,932,0,0,33,0,1,0,0.00
071309,0009,0,3/29/2013,582,0,0,25,0,1,0,44.99
071361,0009,0,4/29/2011,1282,0,0,27,0,2,0,23.97
071400,0009,0,4/6/2011,1305,0,0,30,0,1,0,9.99
071635,0009,0,2/12/2012,993,0,0,19,7,6,5,67.42
071689,0009,0,12/15/2011,1052,0,0,26,3,0,0,21.11
071767,0009,0,2/14/2013,625,0,0,30,1,0,0,0.00
071816,0009,0,3/14/2012,962,0,0,28,1,0,0,2.99
072123,0009,0,7/3/2011,1217,0,0,19,0,1,0,9.99
072871,0009,0,8/11/2012,812,0,0,27,3,1,0,3.59
073184,0009,0,2/16/2013,623,0,0,16,1,0,0,0.00
073457,0009,1,3/22/2013,589,0,0,45,0,1,0,39.99
074193,0009,0,3/23/2011,1319,0,0,27,2,3,0,0.44
074331,0009,0,8/26/2011,1163,0,0,53,4,1,0,23.29
074459,0009,0,5/17/2012,898,0,0,41,4,0,0,0.49
074539,0009,0,9/30/2011,1128,0,0,28,0,1,0,6.99
074658,0009,0,2/15/2012,990,0,0,50,0,1,0,7.98
074904,0009,0,1/18/2010,1748,0,0,49,2,0,2,0.00
075750,0009,0,5/26/2009,1985,0,0,49,2,0,0,0.55
075858,0009,0,2/2/2011,1368,0,0,33,16,1,5,100.84
075927,0009,0,1/9/2012,1027,0,0,20,3,0,0,17.26
076088,0009,0,1/8/2012,1028,0,0,44,4,6,0,40.98
076288,0009,1,4/19/2012,926,0,0,33,1,0,0,0.00
076348,0009,1,,41944,0,0,33,2,0,0,0.44
076451,0009,0,5/8/2013,542,0,0,43,5,1,0,47.29
076502,0009,1,6/1/2011,1249,0,0,20,5,0,0,0.00
077084,0009,0,5/29/2013,521,0,0,35,0,1,0,4.99
077297,0009,0,5/23/2013,527,0,0,31,2,0,0,10.38
077615,0009,0,5/4/2011,1277,0,0,17,0,1,0,6.98
077656,0009,0,4/27/2009,2014,0,0,26,0,1,0,0.00
077787,0009,1,6/27/2009,1953,0,0,32,7,0,0,14.99
078068,0009,0,4/20/2011,1291,0,0,21,0,1,0,3.49
078122,0009,0,5/28/2004,3809,0,0,33,0,2,5,0.47
078195,0009,0,3/17/2013,594,0,0,21,0,1,0,1.00
078236,0009,0,1/17/2011,1384,0,0,63,1,1,0,14.98
078796,0009,0,5/8/2012,907,0,0,62,0,3,0,44.98
078861,0009,0,5/29/2011,1252,0,0,18,1,0,0,0.00
078895,0009,0,4/29/2011,1282,0,0,20,0,1,0,6.98
079475,0009,0,4/26/2011,1285,0,0,56,2,2,0,53.47
079607,0009,0,4/27/2013,553,0,0,59,0,1,0,39.99
079788,0009,0,3/21/2010,1686,0,0,21,1,0,0,1.02
081016,0009,0,3/17/2012,959,0,0,18,11,1,0,2.24
081459,0009,0,5/7/2013,543,0,0,47,0,1,0,6.98
081588,0009,0,9/24/2011,1134,0,0,31,1,0,0,7.99
082223,0009,0,8/1/2012,822,0,0,38,3,1,0,10.48
082669,0009,0,12/8/2011,1059,0,0,14,0,2,0,0.00
082729,0009,0,2/3/2013,636,0,0,28,0,3,20,69.98
082978,0009,1,5/16/2010,1630,0,0,27,4,1,5,1.59
083045,0009,0,3/30/2013,581,0,0,13,0,1,0,9.99
083104,0009,0,5/19/2013,531,0,0,50,1,1,0,0.00
083352,0009,0,3/11/2009,2061,0,0,22,0,2,0,5.00
083378,0009,0,2/11/2009,2089,0,0,22,1,0,0,8.98
083491,0009,0,5/13/2013,537,0,0,35,0,1,0,44.99
083507,0009,1,2/28/2011,1342,0,0,25,4,1,0,0.47
084066,0009,0,4/12/2012,933,0,0,22,0,1,0,13.98
084084,0009,0,2/10/2013,629,0,0,16,0,2,20,0.00
084846,0009,1,4/16/2009,2025,0,0,38,6,0,0,0.38
085001,0009,0,5/16/2013,534,0,0,35,3,0,0,0.00
085139,0009,0,4/26/2012,919,0,0,44,6,0,0,87.95
085276,0009,0,8/31/2010,1523,0,0,42,3,2,15,10.22
085679,0009,0,6/13/2012,871,0,0,20,0,1,0,6.98
085759,0009,0,10/24/2009,1834,0,0,47,0,1,0,39.99
085886,0009,0,7/17/2011,1203,0,0,28,3,2,0,24.83
085993,0009,0,5/11/2009,2000,0,0,24,0,1,0,11.99
086462,0009,0,5/2/2013,548,0,0,26,12,0,0,32.67
086534,0009,0,1/19/2004,3939,0,0,43,0,3,0,15.97
086641,0009,0,6/25/2012,859,0,0,49,0,1,0,8.99
086894,0009,0,4/24/2013,556,0,0,31,0,1,0,4.49
087059,0009,0,5/15/2011,1266,0,0,16,0,1,0,5.00
087143,0009,0,3/18/2011,1324,0,0,32,4,0,0,17.37
087214,0009,0,4/25/2012,920,0,0,19,0,1,0,4.49
087399,0009,0,7/23/2010,1562,0,0,16,0,2,0,9.99
087570,0009,0,3/7/2012,969,0,0,42,0,1,0,39.99
087617,0009,0,7/3/2011,1217,0,0,48,0,1,0,3.49
087651,0009,0,1/7/2009,2124,0,0,35,6,1,0,2.39
